"","Domain","Phylum","Class","Order","Family","Genus","Species"
"3f7266337d40318375de9d54f0cb61873f202a6c093a8e92e421635c33c390f98ba3a129f8d4f958690f24b61681a4f4_79886b3e3e33c1472fee80f80dbc094c3b52e16dcfc1186b058e54f2a4509e6818a21343074172a570347d761b09be80","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Fusicatenibacter",""
"00478b37a9e79efa060bc63977084437f2778a626986fe82d6ad004248d7a640922d5aab602ba901c59392f892932036_f7c94ffec0d052f346810bf8faeaeb89f594a34d9cd6eaa4fcc6b0405627219c9cce898842cf1f8bcb2370c94e983fa6","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Fusicatenibacter",""
"4289ed84291f220488d86d72fec1dd6964c3540332dfa9d0a4d94d5373361ef492ba103cdb9d031190d4fabff8a3e955_79886b3e3e33c1472fee80f80dbc094c3b52e16dcfc1186b058e54f2a4509e6818a21343074172a570347d761b09be80","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Fusicatenibacter",""
"00478b37a9e79efa060bc63977084437f2778a626986fe82d6ad004248d7a640922d5aab602ba901c59392f892932036_6887249a1e3c93868d44485ebc115246c75df12141248f87224e137f06e6e031ae05bd672b775b03ef92e39a4c0c77f3","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Fusicatenibacter",""
"00478b37a9e79efa060bc63977084437f2778a626986fe82d6ad004248d7a640922d5aab602ba901c59392f892932036_cbece45ee6512d7f868826c88012233da71de943db03c590c433a64d7b42695579a59d2f27d39acf77f58f47a3fd6e30","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Fusicatenibacter",""
"00478b37a9e79efa060bc63977084437f2778a626986fe82d6ad004248d7a640922d5aab602ba901c59392f892932036_a92b992ed800cd385da8e6058e332d44ec043ee381144a944db588ceba104a93ca87fe93049c3128aae4f0873a5cc81a","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Fusicatenibacter",""
"5ded0422c8423f992cde565704a74072921c92dca6ca44babb1546c26fc5a91e38c73101b23df8e5b963077f48806716_79886b3e3e33c1472fee80f80dbc094c3b52e16dcfc1186b058e54f2a4509e6818a21343074172a570347d761b09be80","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Fusicatenibacter",""
"1a0a93dbbbf1696b189ec83939645db1b549158b9ed9119b84626fd4a4364c9ff3ac0e893566f2e0615902541b3768f6_79886b3e3e33c1472fee80f80dbc094c3b52e16dcfc1186b058e54f2a4509e6818a21343074172a570347d761b09be80","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Fusicatenibacter",""
"b8b36dfd39a8c392cbf657bd029f2ab622a1a60e015e617ae440118ce82f5f6829e8667fe2c41666f97af68d4f3ed9d1_79886b3e3e33c1472fee80f80dbc094c3b52e16dcfc1186b058e54f2a4509e6818a21343074172a570347d761b09be80","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Fusicatenibacter",""
"6d6968064442c712dffd7b7806d5d3d787ac9ac6c56453000a4d62764b1bb379bbcacd91fbb6f0dfc889696447d562de_79886b3e3e33c1472fee80f80dbc094c3b52e16dcfc1186b058e54f2a4509e6818a21343074172a570347d761b09be80","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Fusicatenibacter",""
"00478b37a9e79efa060bc63977084437f2778a626986fe82d6ad004248d7a640922d5aab602ba901c59392f892932036_79886b3e3e33c1472fee80f80dbc094c3b52e16dcfc1186b058e54f2a4509e6818a21343074172a570347d761b09be80","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Fusicatenibacter","uncultured_bacterium"
"79e922a594ebd228e33d51f45505e9a9b31c8f9419d293d13005cfe374357ced19debc294d8124ec7d53fa1a2d2f9e59_49ee409206e5208f651815a7f710b28e2f213a32f4c1e21bc532ddc6bc6d1000c113f60ec68496590724e2b1508510f3","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","uncultured_bacterium"
"2b743ad27d6b69de82ea3d6207b5debc137833de77b29106db0c8af1c1a691c13780e83c6084701b8088b67bb307b3a6_49ee409206e5208f651815a7f710b28e2f213a32f4c1e21bc532ddc6bc6d1000c113f60ec68496590724e2b1508510f3","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group",""
"29e76097f922344fca1b58b0448a19e09057dbda235358252a6e95626337a57d2a9bf7edd2c63ed72b275ce54119e1d8_c79b54b75b613f4ee6b05376c65d4f36e9126cfa379a168dd517330791b0a562793c46c0c93373b65d6fd655fb33ce50","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_UCG-003",""
"b658c507db5560baa2cec0165799a086ccb6602eca783d7cf10298abd7b68a554103c289ebbe24cb89412f66c30fcb0a_77d604501cd1442ff5212e13c70579c6982ddf729497acf1922af28e220de3615fc5cc736e0a268324b1aab0eb930a33","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_UCG-003","uncultured_bacterium"
"8574a969f5fe041cecbbd729209e4af9379b9af24110c16e25933efb14c7b75a53a5521b5a7a75eb2ce5610bf7d429b2_c79b54b75b613f4ee6b05376c65d4f36e9126cfa379a168dd517330791b0a562793c46c0c93373b65d6fd655fb33ce50","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_UCG-003","uncultured_bacterium"
"7a89d2fa74ff294359125a5fce62624676e9172af90e23b8a2c2fa46cb1d7498ba7dc249f5cf4ef9b8476935b34d843d_77d604501cd1442ff5212e13c70579c6982ddf729497acf1922af28e220de3615fc5cc736e0a268324b1aab0eb930a33","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_UCG-003",""
"58bbd57694d230c1a6aeb639244344505aebb583c1d5c7807ccee3f0362693a412968cd3492fd687c1a18f5024581b58_77d604501cd1442ff5212e13c70579c6982ddf729497acf1922af28e220de3615fc5cc736e0a268324b1aab0eb930a33","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_UCG-003",""
"5e725ed0b507a24a01dda2c114700bab0878878e8a4695e527790d20d50813fbe50f820af060a9609433945283e5c140_77d604501cd1442ff5212e13c70579c6982ddf729497acf1922af28e220de3615fc5cc736e0a268324b1aab0eb930a33","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_UCG-003",""
"8574a969f5fe041cecbbd729209e4af9379b9af24110c16e25933efb14c7b75a53a5521b5a7a75eb2ce5610bf7d429b2_77d604501cd1442ff5212e13c70579c6982ddf729497acf1922af28e220de3615fc5cc736e0a268324b1aab0eb930a33","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_UCG-003","uncultured_bacterium"
"db378a7b690b5367cf11645091c733b4c4052cb838587c40c0834f374f40f4e37e87cb04c5f4e32d61689bdb8b597353_49ee409206e5208f651815a7f710b28e2f213a32f4c1e21bc532ddc6bc6d1000c113f60ec68496590724e2b1508510f3","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Eisenbergiella",""
"61d7a69a733b0ad790b117b0d2c9b9d93eebec3eb4f9a63ec7af42d77ea36ed2031f642360d5e7a8f71ae6d412b16513_49ee409206e5208f651815a7f710b28e2f213a32f4c1e21bc532ddc6bc6d1000c113f60ec68496590724e2b1508510f3","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Eisenbergiella",""
"15a8a0fd675ca652c8ff71dbf391fff883f2bfed62316cf00cf7f0b09abae46f65e93ba0c1b02978b9ebf8df5fff16d9_72a34d506575c978bb973e7308fe4e8215ef3c76e636c8d5727f945e25b20f9cdc4a41dff51c857e9f7198c52472e630","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_UCG-008","uncultured_bacterium"
"1faa07bd149d41b208a598e8b1afb6485757a642112283a586bc7347655286147e01443c08077c357776c499771e8640_49ee409206e5208f651815a7f710b28e2f213a32f4c1e21bc532ddc6bc6d1000c113f60ec68496590724e2b1508510f3","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",""
"f74854b2a145f11078b73ed60584ae63d5319f3959d6a1c75e09f5e676c24f40f82922556ae4ffda9fa3b11e5dcd029a_405538a9ded0b53209146e07594a18618e6ceb8a49ae2bc2074c418073c8cb7a0cec6ee5278dcf034c6f8d2a0ba98a63","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","uncultured","uncultured_bacterium"
"1ee31c1f6d594bb16651ae43be341e4f428fca29315b63e0ddc6abe4a19c89326b0d47295322ab928d57b28f50eea87b_d632fb7ac5d95e3b8bc01623c3f49e70bf15336a6d6a1a29b91ccf9609243c7134da851df61721559d45db1f6a2e685c","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",""
"61578a966352bd172459bdba4241fe864a65ffe7e77807fe12152da21659492e4826f51026e6c854d7658668c2b67a7f_5b119223c4462012b8a0fe21f0368da3b7411baaaadcc4345a758de88e5ed73ae92c70b0f5f438cf2becaad739d5f916","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","uncultured_organism"
"ed57cb9eae4f9fa51a53db921a8c49d6ce496e51ced06cb169c138fe33e669e957a8cc9c1f7906482beae190377432c2_49ee409206e5208f651815a7f710b28e2f213a32f4c1e21bc532ddc6bc6d1000c113f60ec68496590724e2b1508510f3","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","",""
"ed57cb9eae4f9fa51a53db921a8c49d6ce496e51ced06cb169c138fe33e669e957a8cc9c1f7906482beae190377432c2_d443b5c1947ff802356b85239411e81aa1fd5d3aff00e958f7469002910066d8b11d3f3f2e182ca30d8e06f18bbc4a8f","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",""
"8167973e2c2fdaa4fb6f3f7553fccc99f4f85b2f2fd0fb0fe7ec9181b4738945b553b0beabc7017ce5faac44edf1f6a8_5b119223c4462012b8a0fe21f0368da3b7411baaaadcc4345a758de88e5ed73ae92c70b0f5f438cf2becaad739d5f916","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",""
"8167973e2c2fdaa4fb6f3f7553fccc99f4f85b2f2fd0fb0fe7ec9181b4738945b553b0beabc7017ce5faac44edf1f6a8_d443b5c1947ff802356b85239411e81aa1fd5d3aff00e958f7469002910066d8b11d3f3f2e182ca30d8e06f18bbc4a8f","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",""
"08d57424819d1e0dd55f793ff273bad60d31daf2e3487f2cb6ba24b5e8919ed2cd31ba333bd60b5be2935a1a3e35cbe1_d443b5c1947ff802356b85239411e81aa1fd5d3aff00e958f7469002910066d8b11d3f3f2e182ca30d8e06f18bbc4a8f","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",""
"09d225a96b113c7ac8377c26eacc7b7e9337dd5b43c743ca729a661f3b4fdd7bf18f6232fcc690e8c6dded35fd846fa8_49ee409206e5208f651815a7f710b28e2f213a32f4c1e21bc532ddc6bc6d1000c113f60ec68496590724e2b1508510f3","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","uncultured_bacterium"
"4526e5118346597a569cb0ab488bbe9bb0c451fbf5e9813c11433408d6ebc7ae55b60e01e47d838ce36d9ac50bb3730c_49ee409206e5208f651815a7f710b28e2f213a32f4c1e21bc532ddc6bc6d1000c113f60ec68496590724e2b1508510f3","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group",""
"d0ba522b3ec15bed507a2aeac181e97ea3049d1292bfc63e8f6778226d9f7e12d197df2adc398e82ef9efe579851d632_49ee409206e5208f651815a7f710b28e2f213a32f4c1e21bc532ddc6bc6d1000c113f60ec68496590724e2b1508510f3","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group",""
"bbb5a17f335f194b3702c93e6fb32dfc347ee15a6f56f7cf220e2f5f35767650ef84f63765bec17d3eecd79cf3040fbc_49ee409206e5208f651815a7f710b28e2f213a32f4c1e21bc532ddc6bc6d1000c113f60ec68496590724e2b1508510f3","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group",""
"6d4a3b14a197741cdaa3d40da857577251d71ba62c1a55d710097661f816dbeb8d359b8c854495d35b6d3e503a65f672_49ee409206e5208f651815a7f710b28e2f213a32f4c1e21bc532ddc6bc6d1000c113f60ec68496590724e2b1508510f3","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group",""
"483dcc5fe13d69cf5c206743bb085a82c96fbf28c7c36555381e6e3608c75cafedec0c2f3621982527b0d54b21c1f7db_c8bc57c4ff517657a2ff9a2cf1d7a1891565f0b42fce3ec7372dc4c3761e1a8bae19261417d64fb58ec3b0dbcf38552d","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","uncultured","uncultured_bacterium"
"87adb2bc62d403508f4f9d913d9be29656e68d40448b146676029837a727e4de3f0b14c91fae67dcca75db867d864bb7_c8bc57c4ff517657a2ff9a2cf1d7a1891565f0b42fce3ec7372dc4c3761e1a8bae19261417d64fb58ec3b0dbcf38552d","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","uncultured","uncultured_bacterium"
"87adb2bc62d403508f4f9d913d9be29656e68d40448b146676029837a727e4de3f0b14c91fae67dcca75db867d864bb7_02d9f3342feace943ae9c9790028697035a57741c1074b51bbf103b5eec416f6be81123ab67e9ba18a8768d7780c45eb","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","uncultured",""
"d093de286a19640b3ccb7743b57d99c73e9e356e7a0b143199ce581f50df3f362af432db5ec3f825980d97a5777cd084_49ee409206e5208f651815a7f710b28e2f213a32f4c1e21bc532ddc6bc6d1000c113f60ec68496590724e2b1508510f3","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Butyrivibrio",""
"325a7b9467e2f506cf612c5635ba58df00af6c4c90f9d8f61d3c4c90e22fe227e8eadf250b6ffff592a6dcde919b1440_de95e3f23987bfef714727593d50024a3fc2615a776df6e537684764449a556033f2196e4bf7a4f1735f686bb9d2b777","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Butyrivibrio",""
"a539f4bc18cb4ccf9dbe464a83d48829a2b751d1869f57783f23a579750a518591ee2196adb5c39dde543ad03d374224_49ee409206e5208f651815a7f710b28e2f213a32f4c1e21bc532ddc6bc6d1000c113f60ec68496590724e2b1508510f3","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Butyrivibrio",""
"9ddcbf81ad6bee51924e0896734ac8120b6edcc15f3d330a0cb14467d32a80588e3f84a2bcef90a38899e7b4e7991bd7_49ee409206e5208f651815a7f710b28e2f213a32f4c1e21bc532ddc6bc6d1000c113f60ec68496590724e2b1508510f3","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Butyrivibrio",""
"7321dd369ee66926b1cf1b0df4ae7889ccfb8854df1f0d7429a008b7ea4b9d1012f262d81872bf8fdb6e116a248f66e0_49ee409206e5208f651815a7f710b28e2f213a32f4c1e21bc532ddc6bc6d1000c113f60ec68496590724e2b1508510f3","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Butyrivibrio",""
"325a7b9467e2f506cf612c5635ba58df00af6c4c90f9d8f61d3c4c90e22fe227e8eadf250b6ffff592a6dcde919b1440_470b10e3653dd872987b21b2d139e175f62ff98106009280ad4db34bc104c9fd08f70eb3903d9251c3ad9bd89b8ca664","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Butyrivibrio",""
"818faaa2fa9942fda37509fd21a64438f3f73209690e352312aa7171700bf21075ada2870153f6fa8a147d7c9b3ef0fd_49ee409206e5208f651815a7f710b28e2f213a32f4c1e21bc532ddc6bc6d1000c113f60ec68496590724e2b1508510f3","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Butyrivibrio",""
"325a7b9467e2f506cf612c5635ba58df00af6c4c90f9d8f61d3c4c90e22fe227e8eadf250b6ffff592a6dcde919b1440_4ffceda32ccd0c1632a86ae6de901e0afb8634b0f3bd568785974b29c6209b7f8b9d548c81b5d08eac950f83d10dae87","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Butyrivibrio",""
"325a7b9467e2f506cf612c5635ba58df00af6c4c90f9d8f61d3c4c90e22fe227e8eadf250b6ffff592a6dcde919b1440_eb4d9408f45d0d800b7ee3334f0b832a34432ca4e9327d9f72af4a0a571515c89d80d7462ebe69987eff734eb3e9290b","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Butyrivibrio",""
"d34bb47e820605303a0742580c31ab89f7527d31c5a3de5b83b3399e82bcc8f79a926f1f99e6b58aa854fe315f64ac40_49ee409206e5208f651815a7f710b28e2f213a32f4c1e21bc532ddc6bc6d1000c113f60ec68496590724e2b1508510f3","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Butyrivibrio",""
"119e2c0c810a8f11239c2a9c0c6fd2559df3ff223b83170f44580c956379959eca2f31a231b81b595e0fb20548b05921_49ee409206e5208f651815a7f710b28e2f213a32f4c1e21bc532ddc6bc6d1000c113f60ec68496590724e2b1508510f3","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Butyrivibrio",""
"751734a2e2c8f5b07e885b35e719d964280791a2900281690465810c3c5435c53eb4471cbb2ff3b7b29e4cf8c5e15580_49ee409206e5208f651815a7f710b28e2f213a32f4c1e21bc532ddc6bc6d1000c113f60ec68496590724e2b1508510f3","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Butyrivibrio",""
"325a7b9467e2f506cf612c5635ba58df00af6c4c90f9d8f61d3c4c90e22fe227e8eadf250b6ffff592a6dcde919b1440_f71d4dbf9645562555da3943ce63677437413f6e1686a00ef3a0564d9e3fa4784b936996c5a417a4d4a333f1a7260078","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Butyrivibrio",""
"325a7b9467e2f506cf612c5635ba58df00af6c4c90f9d8f61d3c4c90e22fe227e8eadf250b6ffff592a6dcde919b1440_b84c8f2c90db3801100732a9d3b464575846ba71458fcfeaf397f8ee641394e61336b8877afc6c081a5022f8893dfe76","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Butyrivibrio",""
"325a7b9467e2f506cf612c5635ba58df00af6c4c90f9d8f61d3c4c90e22fe227e8eadf250b6ffff592a6dcde919b1440_49ee409206e5208f651815a7f710b28e2f213a32f4c1e21bc532ddc6bc6d1000c113f60ec68496590724e2b1508510f3","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Butyrivibrio",""
"12a863581ac0dab5a77190b8832bcac5e64cdd26860a1fff22dce068f90f444445dec607f3f80ad98af8747759e00399_bc9dc4767c58a0fa72cfea8fc379e49237d7063410ae83d808bc82fb16762142766ecfee8b15cdaf6b34ff91ae3f0326","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","uncultured",""
"66b345e730e5f9327ab0c1dd6c3574bfb9010f6f24563581a5bbc5fa75671e01043abaa7f6a047f4d114673ae7ffc7dc_5b119223c4462012b8a0fe21f0368da3b7411baaaadcc4345a758de88e5ed73ae92c70b0f5f438cf2becaad739d5f916","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",""
"0b35ee18ef449097e27c2e6eb28561407b694dd5e1e8abb1fb721427232ff067e510c4553632c437e070ad63c88225e3_49ee409206e5208f651815a7f710b28e2f213a32f4c1e21bc532ddc6bc6d1000c113f60ec68496590724e2b1508510f3","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","uncultured_bacterium"
"fae8a0f3f3d7f6c526270e2f2106b943da5a3ead742e68e2c8c54af24c3f0b57ad94d8d2d4545e5d98548067ded8af62_49ee409206e5208f651815a7f710b28e2f213a32f4c1e21bc532ddc6bc6d1000c113f60ec68496590724e2b1508510f3","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group",""
"48ca7557258cc2e40aa83c2f4e3761c18d3193dcbfb14826286c6e0fa269ce5e76dcf2371d7766a8659c64dc01daa008_e838d42c3b46a96f188b29e500d58b458d129ce1fa21faccd30b316924a1df9a10d4a4caff96679017eafa3532535ff4","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group",""
"af88beb208a1f7f297baa7a359debd7bd714507b3ba58f885730b461182280b4ce3457dc0ecc607eb0d7dec99572e69a_49ee409206e5208f651815a7f710b28e2f213a32f4c1e21bc532ddc6bc6d1000c113f60ec68496590724e2b1508510f3","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group",""
"e16b94c166371638da53394207fe621f078e933535c4ee8c36fdd121cb5d097c8c6166fde6e71dc04424bdefae1fee9f_49ee409206e5208f651815a7f710b28e2f213a32f4c1e21bc532ddc6bc6d1000c113f60ec68496590724e2b1508510f3","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group",""
"48ca7557258cc2e40aa83c2f4e3761c18d3193dcbfb14826286c6e0fa269ce5e76dcf2371d7766a8659c64dc01daa008_49ee409206e5208f651815a7f710b28e2f213a32f4c1e21bc532ddc6bc6d1000c113f60ec68496590724e2b1508510f3","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group",""
"e100d2bd69f769dbe5845b6b2ef1085fb517fd7339e3ea0d9104c633a7c523079d66d79fe061d3b5eeb9ea2470e15b09_477642e118c1736e8cc67caf42bc4f6a3a25a62a2f65e1da11f8017216979d0b769c5142133e0acc93044f230d8decbf","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas",""
"048758d9e24bba2508aed763ca05e35c793d47fed8dec24d0019f38104408c8f491fd4acce4d6757d3cba670cf8dd481_477642e118c1736e8cc67caf42bc4f6a3a25a62a2f65e1da11f8017216979d0b769c5142133e0acc93044f230d8decbf","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas",""
"ededb77e65b9e299dd974afce1e4c8ffe3965bb1416e45f36a0a87ee48243e090350604b0fa33da9e666eb5dab3c30ac_5b119223c4462012b8a0fe21f0368da3b7411baaaadcc4345a758de88e5ed73ae92c70b0f5f438cf2becaad739d5f916","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Ruminococcus_torques_group","uncultured_bacterium"
"f2491c020448b77f872dad42f1fa86e58083af416701417c2d1b30e7cc9b245eb792861d23fb6032a954260c0308ab7d_5b119223c4462012b8a0fe21f0368da3b7411baaaadcc4345a758de88e5ed73ae92c70b0f5f438cf2becaad739d5f916","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Ruminococcus_torques_group",""
"a86203282201c05f5bc744502d2915aa7be0305429b7b023498388b7736c5905f06763d4b3168ca55143aac30273f548_5b119223c4462012b8a0fe21f0368da3b7411baaaadcc4345a758de88e5ed73ae92c70b0f5f438cf2becaad739d5f916","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Ruminococcus_torques_group",""
"693017611828a6d9881f38ae6fe5c0f5b2e769777b2d14e40fb6fdcfb0c0820108a51e8bfb7617f207450fd19e30547a_5b119223c4462012b8a0fe21f0368da3b7411baaaadcc4345a758de88e5ed73ae92c70b0f5f438cf2becaad739d5f916","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Ruminococcus_torques_group",""
"653856e4ad6946bdc6c03174119e2091ee3b9dcf15ab1ad736bf442cc31984f86351b8b8c5f30e1025396a5e4b7d9c22_5b119223c4462012b8a0fe21f0368da3b7411baaaadcc4345a758de88e5ed73ae92c70b0f5f438cf2becaad739d5f916","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Ruminococcus_torques_group",""
"b4598f2894d25cf34e7f53d9b476f3ae9ff50c3e4b2d91462d8ef41fd1b0701eea22044fbbdfc41f7d36dd86fdfe9a8f_5b119223c4462012b8a0fe21f0368da3b7411baaaadcc4345a758de88e5ed73ae92c70b0f5f438cf2becaad739d5f916","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Ruminococcus_torques_group",""
"c687bda5b3fa273ca40a31c8d5e18d55a994993cae8637b7b7bea41790d504094066a25ef597ba57d0697a828afa9d27_5b119223c4462012b8a0fe21f0368da3b7411baaaadcc4345a758de88e5ed73ae92c70b0f5f438cf2becaad739d5f916","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Ruminococcus_torques_group",""
"c0c1ade43e0712a23baba150689563cac8edcd4edd76f73b711a0cec78bd003d38c2a9d7b38bed91c97f2f2c8150135e_8b6ddff9da6db2b9a113b0c47479cf07a57185ece5b8883ae3dd5161ebf7888139a2cb4a2891a9cc6411347efd022d93","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","CAG-56",""
"c0c1ade43e0712a23baba150689563cac8edcd4edd76f73b711a0cec78bd003d38c2a9d7b38bed91c97f2f2c8150135e_87686b9f83be4e3d08ab577dda017da1147f01540d71fbb606bf64006c6d68425f5e23c0d2281d61ba984930967c28f0","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","",""
"649d002101866a2b3c8970bde20076a6a17b1d3f365b83e3f727cffa3489d29c47ee0ad54d5e64481b23b329fc290793_9380029a11d1ab4dde77cd585931dfa3d65c64718029bd99bd197f4997ba94dc8b985c91ac79937f9e04d567f28dee09","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","CAG-56",""
"c0c1ade43e0712a23baba150689563cac8edcd4edd76f73b711a0cec78bd003d38c2a9d7b38bed91c97f2f2c8150135e_405538a9ded0b53209146e07594a18618e6ceb8a49ae2bc2074c418073c8cb7a0cec6ee5278dcf034c6f8d2a0ba98a63","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","CAG-56",""
"c0c1ade43e0712a23baba150689563cac8edcd4edd76f73b711a0cec78bd003d38c2a9d7b38bed91c97f2f2c8150135e_6b7ee67cfb02d2831c1d41545bcc11da1055d69bf3a4f5e4c7da7a469b4a9d133840603665cca0ee60b5e5c3d1290d7e","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","CAG-56",""
"ad46d52fd79e150c01427574d33b3c143dfbd559aa451ca4944ec694c678a0d9affc7f4c76aafb661a42ed95b2071b78_9380029a11d1ab4dde77cd585931dfa3d65c64718029bd99bd197f4997ba94dc8b985c91ac79937f9e04d567f28dee09","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","CAG-56",""
"0f17764955bda1a168f34cecf02a0a84d4ea2efa870f1bed6b14fde264edb1ee905d407a200a6ca66f9424e4add2b6bd_9380029a11d1ab4dde77cd585931dfa3d65c64718029bd99bd197f4997ba94dc8b985c91ac79937f9e04d567f28dee09","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","CAG-56",""
