"","Domain","Phylum","Class","Order","Family","Genus","Species"
"0cf47fecb34f358aada83c311304fa3115ccffd82c0f19b5271cce2d17bd81578889792059b54f8b66d27fbb67785196_ef66bdafebcd22468338fedb8ea21de9e13a355bb96a1a8b3c7dc1a7a43bb88223af331e546f52d7e59a3e3d3aa7ebbf","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",""
"03ebdfd451c19ca4081871738702df1834e5dfdb14b04dd9e9be0651bc2c82f2f5664cb058224736e55bda49f7046070_ef66bdafebcd22468338fedb8ea21de9e13a355bb96a1a8b3c7dc1a7a43bb88223af331e546f52d7e59a3e3d3aa7ebbf","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",""
"914fa081c473d0875846137d51f05bc52d448e3247f0ed162cdf0945ee8f6f2e56a343fa64ec79af70d6dee46b8103e5_ef66bdafebcd22468338fedb8ea21de9e13a355bb96a1a8b3c7dc1a7a43bb88223af331e546f52d7e59a3e3d3aa7ebbf","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",""
"03c6cba3c41322759c9c4ac987945faa402eea8492c12841d59730569d9d2e0c66a1cd03cbeb70a4d51bfda33fd6bda9_ef66bdafebcd22468338fedb8ea21de9e13a355bb96a1a8b3c7dc1a7a43bb88223af331e546f52d7e59a3e3d3aa7ebbf","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",""
"dcbedfa789bd1ee901c346310d452a504e1f16d6b5672145d85670de9ff4c58b824ff80f922c60a5ab2db1a93330697b_ef66bdafebcd22468338fedb8ea21de9e13a355bb96a1a8b3c7dc1a7a43bb88223af331e546f52d7e59a3e3d3aa7ebbf","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",""
"ac4c4cf4d79a04503f9951460c084202f66d79886950c7cb03e169ed5d2509e64ef0891c0bc02c797d7fd543451cd85c_ef66bdafebcd22468338fedb8ea21de9e13a355bb96a1a8b3c7dc1a7a43bb88223af331e546f52d7e59a3e3d3aa7ebbf","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",""
"11a0000d2a24d4d8d11fce426f3db387ec28e634bc4e209714eb25333ea0573a913bdb8f3d778fc245cb6c369b8a7d35_ef66bdafebcd22468338fedb8ea21de9e13a355bb96a1a8b3c7dc1a7a43bb88223af331e546f52d7e59a3e3d3aa7ebbf","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",""
"e13bd0ee6bade7bd72aa9fb82425926453243cf24fe6b8ebe573dcc54a931eab947d1fd01486500cc1b86672f00f9b59_ef66bdafebcd22468338fedb8ea21de9e13a355bb96a1a8b3c7dc1a7a43bb88223af331e546f52d7e59a3e3d3aa7ebbf","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",""
"e83cc6f46e83104e0c6544ef60e6ee7457e48b0bd24dfd31cb3d6b2cf42ceb5dad88ca2692efc834d63d9c1af403d04b_3e052b6e834d944da45e00f539d41360ed3ffd1c644f64710daa9e6bb3f70233b3a4d726010e0b6c2d449b17c7accdee","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",""
"e83cc6f46e83104e0c6544ef60e6ee7457e48b0bd24dfd31cb3d6b2cf42ceb5dad88ca2692efc834d63d9c1af403d04b_ef66bdafebcd22468338fedb8ea21de9e13a355bb96a1a8b3c7dc1a7a43bb88223af331e546f52d7e59a3e3d3aa7ebbf","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","uncultured_bacterium"
"d89e44a3ab96030ca8e0f3190ed579a5fe6ccc7c79211a53f3618e74ca377f47cf5819392e8562bea4b192492898941f_ef66bdafebcd22468338fedb8ea21de9e13a355bb96a1a8b3c7dc1a7a43bb88223af331e546f52d7e59a3e3d3aa7ebbf","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",""
"51ca1d939e853986fdb1703bf8322439ae13dea66c78a7e5a5348419ff166c54236fe3213984d63287b0dc1cc0295a18_ef66bdafebcd22468338fedb8ea21de9e13a355bb96a1a8b3c7dc1a7a43bb88223af331e546f52d7e59a3e3d3aa7ebbf","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",""
"6f9e95efc9784186fa354e6cb554868a708fc5bbdec22e64a43c47c9b1da343cd3173d7918da918e81c0e4f37425f8d4_ef66bdafebcd22468338fedb8ea21de9e13a355bb96a1a8b3c7dc1a7a43bb88223af331e546f52d7e59a3e3d3aa7ebbf","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",""
"f719a83c279c0bc35a4db109fde320b08a47634e868bc62e3706f9a6b9b9d1776e9d90d48216b88a3418223805b04f9e_285a1bc0cc76ee34571ab9429a9ef30951fae57de51e1671f6b3ff4ad4cb09d1f2d55d5527566d3e3c19349209417444","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",""
"32280fbf920af500dbec4b2760d375abffcbf3fe280256fbee6d039985451036580e636a755cbec1cc18b4cdacb3689d_1280b6cc6ffc6019680f81a3a3c5e510c1c9a1638afb053b93822307421770de44f21d47829b26c245630a4a7001fbb1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",""
"f719a83c279c0bc35a4db109fde320b08a47634e868bc62e3706f9a6b9b9d1776e9d90d48216b88a3418223805b04f9e_ef66bdafebcd22468338fedb8ea21de9e13a355bb96a1a8b3c7dc1a7a43bb88223af331e546f52d7e59a3e3d3aa7ebbf","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",""
"f719a83c279c0bc35a4db109fde320b08a47634e868bc62e3706f9a6b9b9d1776e9d90d48216b88a3418223805b04f9e_1280b6cc6ffc6019680f81a3a3c5e510c1c9a1638afb053b93822307421770de44f21d47829b26c245630a4a7001fbb1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","uncultured_bacterium"
"f719a83c279c0bc35a4db109fde320b08a47634e868bc62e3706f9a6b9b9d1776e9d90d48216b88a3418223805b04f9e_f06e34e24fde55ba76f47fb8becdb9e9b269c844b5f4c0a44cae5ee704c64e46ff438a3702f990cb75bc6c99d50207a2","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",""
"3f16b805b863fdb5e37b83b3d0011c7609b5a8e5d8280d542223325d9d45ea1858ecd817f2f18f53dd38d6a59483e96e_81a919b6ccd5eedd803702f16a365c62105d911dccfe632419e37d7bb0fc580240debca580e15744db858de0bffe4ee4","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","uncultured_bacterium"
"1d8933b81635f7fa39862b50d570adf4265add1b3bc0d1791ef5f4daf557b75b61fbf50f39b46012540fa3ae3e07551c_81a919b6ccd5eedd803702f16a365c62105d911dccfe632419e37d7bb0fc580240debca580e15744db858de0bffe4ee4","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","uncultured_bacterium"
"32d68dc46b2afc515e48e0669b49f097397d6e5ea6299d74b6fd89d5fec91e1ec068312b528034ce420a8ea300fd0f64_81a919b6ccd5eedd803702f16a365c62105d911dccfe632419e37d7bb0fc580240debca580e15744db858de0bffe4ee4","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",""
"cbb1b85c963b27a7d8f073436ded9b5c97f626874c5bc8eca6bfd5d1b42beeefdd8130f8c298963531e588f882c9f68e_742e5a3d98f138efda6c4ab01556300797369da64d0f4bce16309b9def569b49398364cadb2ef4266e5c61421aac4fe5","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","uncultured_bacterium"
"22f662f51ac03e70ee8a86decb52545068529faae3176a4ff52f00f87b0f543bfe325df206893636fc3d5f26de0f377d_492039352aba6cf0c93d14c3f136891d6eedd94efa4102d00ca3607c2551a967ea48809b1bb36ea0700d2ab7f14a1167","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","uncultured",""
"fb509f26594a081f77f8a99b01adc21d1e3d8e60dab334021652e087a801348aebcedc3b7a92a9a8facc835839a2b88a_492039352aba6cf0c93d14c3f136891d6eedd94efa4102d00ca3607c2551a967ea48809b1bb36ea0700d2ab7f14a1167","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","uncultured",""
"ee804ebf033c1317f29097652a916e3d5158a929bca65dcb0baab001cc038a3c9d3d3b2c151bbbced10b0aa9cf56723d_492039352aba6cf0c93d14c3f136891d6eedd94efa4102d00ca3607c2551a967ea48809b1bb36ea0700d2ab7f14a1167","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","uncultured",""
"6ebea181f2b7e2ed5a8f2e68241e8b6a045e144bedc64742ef922cc32b00f8f85b0e738a9e3c5b6028fc0a6af55d2cf3_492039352aba6cf0c93d14c3f136891d6eedd94efa4102d00ca3607c2551a967ea48809b1bb36ea0700d2ab7f14a1167","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","uncultured",""
"69c0cd51c0fe57cef03386f6641739a1bed0a8ba65b131058eabcc1926567ae397c43d6cacd685f8edeb9cba47445429_8622a78a21c6b4439d0c03c1fe349adb74269c7d08bcffa5045ef93683dc9021b23b0f18dfcaab8667edd68a345f7d4b","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","uncultured",""
"69c0cd51c0fe57cef03386f6641739a1bed0a8ba65b131058eabcc1926567ae397c43d6cacd685f8edeb9cba47445429_492039352aba6cf0c93d14c3f136891d6eedd94efa4102d00ca3607c2551a967ea48809b1bb36ea0700d2ab7f14a1167","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","uncultured","uncultured_bacterium"
"f20baa6d91d892b6d39c082723dce3f48367aa631cf20f8e4db4174e8d6f2e38aa5be75ea961bce6b592c47b0f6a8b32_492039352aba6cf0c93d14c3f136891d6eedd94efa4102d00ca3607c2551a967ea48809b1bb36ea0700d2ab7f14a1167","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","uncultured",""
"cc606315f167bf741a2e3f027fe49dae7c1467ea5d2610f0e0ae4d1182acca132c5ed136a028555a1d5a4830a3cf8933_492039352aba6cf0c93d14c3f136891d6eedd94efa4102d00ca3607c2551a967ea48809b1bb36ea0700d2ab7f14a1167","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","uncultured",""
"1028df016e519e580f42f511ebfef071139b3c4386ec11e0bc61ba270989144d3b64f94923df603a1b30406c9c3944c3_492039352aba6cf0c93d14c3f136891d6eedd94efa4102d00ca3607c2551a967ea48809b1bb36ea0700d2ab7f14a1167","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","uncultured",""
"e1627694cf773bc0552830904dd7ccd4a65d5080f627ab34df0d09e560d54fccfe8da4bfd4b8da31e7f2591b76e7d149_c05f41a7290b93e743cc3779338afaac80567a03e1ab282e8c787d618725ffd7eba1d10b6fcf8bfdc6666f1600528d11","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","",""
"f719a83c279c0bc35a4db109fde320b08a47634e868bc62e3706f9a6b9b9d1776e9d90d48216b88a3418223805b04f9e_1ce614f980a46d4951b8e826ad8dfa06ae0b6d89c450461b9aebe425ff8d4087baf24cbbde8d6cda08ba784d09d68501","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",""
"70fdbc8a036cc41556dc0c0bc131428eb7474c97d15b138be737fdae57338eeef552c32630b17a680538f03ef0e952bf_8f238597bf4d4958dcb363967b4b5c28a092b5ceba7b623a07aafa14ba23fea733f578273d3f1c35d3cd3f9305215a5e","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",""
"70fdbc8a036cc41556dc0c0bc131428eb7474c97d15b138be737fdae57338eeef552c32630b17a680538f03ef0e952bf_5d79b91cd2a46165fc4db1b0144d2631127305eb722b6b7c8d71087ac012b8a22393dec0bc949ea83f5935ffe87c0d4a","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",""
"f719a83c279c0bc35a4db109fde320b08a47634e868bc62e3706f9a6b9b9d1776e9d90d48216b88a3418223805b04f9e_ea3f06f53f3685188c140affddb3eb1df92c2c81d74bbf2fc2b1c2d8f73f109eb3fd1d30b6a199cb9fb42db218d8d951","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",""
"e83cc6f46e83104e0c6544ef60e6ee7457e48b0bd24dfd31cb3d6b2cf42ceb5dad88ca2692efc834d63d9c1af403d04b_5d79b91cd2a46165fc4db1b0144d2631127305eb722b6b7c8d71087ac012b8a22393dec0bc949ea83f5935ffe87c0d4a","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",""
"f719a83c279c0bc35a4db109fde320b08a47634e868bc62e3706f9a6b9b9d1776e9d90d48216b88a3418223805b04f9e_5d79b91cd2a46165fc4db1b0144d2631127305eb722b6b7c8d71087ac012b8a22393dec0bc949ea83f5935ffe87c0d4a","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",""
"1a7741a922b43772d13bd997ec6869aaf4fb94fea3de9f8774a9a308cf7e08be761085c2799ff315516efeb4a2df224d_b9f25ba58a0eecc2c1c8ad4a5837b133dca833fc8433b1463dc0bc9df2cc7638a18a661c0eb70afd6c172b63e2f0b5b5","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_NK3B31_group",""
"1a7741a922b43772d13bd997ec6869aaf4fb94fea3de9f8774a9a308cf7e08be761085c2799ff315516efeb4a2df224d_5d79b91cd2a46165fc4db1b0144d2631127305eb722b6b7c8d71087ac012b8a22393dec0bc949ea83f5935ffe87c0d4a","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_NK3B31_group",""
"72e5ef07522f05c5cd165a45cbfa7f73dc7d5c14bcf9c9dcb1daa10a89f3656da4e09fdc0b876a4027029420768e98b6_6b2fe4e40e55bb5588e32eca893bddc1f94f110272450815aff8ba4237024f3f3276d8be13fbb0462aa4d286b2ecc7da","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"08ca812cc601fc2dc3e429d2ea9bf4bff052608aa6e2ee68e7433978da31730962f3c207793b1d1e24c8cfbd37814b32_ae841f86d73d7bbde2f53f5d69f2ed97049861733cc82ff093504cd151d9589df8fd2e52ed6e103db0077ddcc8fd7475","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","",""
"72e5ef07522f05c5cd165a45cbfa7f73dc7d5c14bcf9c9dcb1daa10a89f3656da4e09fdc0b876a4027029420768e98b6_ae841f86d73d7bbde2f53f5d69f2ed97049861733cc82ff093504cd151d9589df8fd2e52ed6e103db0077ddcc8fd7475","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"89d1c3498e2d186f7795ac921866fd57e9af4a2e32d1c96d080d1dbfffb28a0c2f684e652236aa945ff1a43d4d0aecb1_dd81805c659b3a22e4f0c5621f9c42221a10c0501dc2dbc755c9325216064f90b06580ef63e9de0275d7454816307cf8","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","",""
"72e5ef07522f05c5cd165a45cbfa7f73dc7d5c14bcf9c9dcb1daa10a89f3656da4e09fdc0b876a4027029420768e98b6_cf5cebf159e6abff6dccabb12e4d218c750e28e695ae87c6138e9a14342ce01098989134f96e1f3206ca5b23d39133c6","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","",""
"956e75b70007b8247e90d8ffe90eebc4bc5bf5783a71bce583310b9e842016956b3a552d608d9b8e4881c8d106a9ef01_d97cfa3998c63857afc7b30713c7a1f34ac7f47b0ad02871ef1599075018305747763fc88badf9dfdd8ab5824c2a97c7","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"1203957321f08fa8e3cc482be230220ecf9b787ba6b83db2c138f579e17eff61c54277a70eea45bd590aafbf50ae8c11_d97cfa3998c63857afc7b30713c7a1f34ac7f47b0ad02871ef1599075018305747763fc88badf9dfdd8ab5824c2a97c7","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"432be4d92ed6ec12ee93513f2fc193ee836294007752f374abacadf9a8a3ea6ef0506bac15baccba1ab7b25a7e2afa80_d97cfa3998c63857afc7b30713c7a1f34ac7f47b0ad02871ef1599075018305747763fc88badf9dfdd8ab5824c2a97c7","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"3e59edc983726a0fecdeeac699e331f743c9040478fae320f15721f174253c717812d573c6f90d08a1f6e7a749c5b85c_6cecd126efd93b99a7473f15c47882d75fc2b28804f8a5eeb88aab5b7d94f05837f5d98aac44d80b9549b5cec5636cff","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"2d24fc8790cfde570ba3642bf6815c5676bd5910d55ed0e8bda393dbbf7c6a38605f2cb69ceb0b2c7c1ff51ea2c2da7d_6cecd126efd93b99a7473f15c47882d75fc2b28804f8a5eeb88aab5b7d94f05837f5d98aac44d80b9549b5cec5636cff","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"ecc6c3733fe6b43d2554e0f875f5a3d85e00210043f99384e7c9eac68044220f09eeb58440bfd4d0a695d3c761e54a25_6cecd126efd93b99a7473f15c47882d75fc2b28804f8a5eeb88aab5b7d94f05837f5d98aac44d80b9549b5cec5636cff","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"5e76ad45071b1a14ca38a8c8743099dbf20198e565668257f29ed691a34e288a003840a5b83f297dea353aad478788eb_6cecd126efd93b99a7473f15c47882d75fc2b28804f8a5eeb88aab5b7d94f05837f5d98aac44d80b9549b5cec5636cff","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"a2b2082db2bca5a70e2bbdc797b1de67df55ef90be317b2b08151941f3e67d2b792da7e23c8ac68529530ca268913780_d97cfa3998c63857afc7b30713c7a1f34ac7f47b0ad02871ef1599075018305747763fc88badf9dfdd8ab5824c2a97c7","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"3809b1f125232887fb7426717114781df4baf5d685208cbae63e2caabf720ef1143b56e33b30d826e0f025007ee579a3_d97cfa3998c63857afc7b30713c7a1f34ac7f47b0ad02871ef1599075018305747763fc88badf9dfdd8ab5824c2a97c7","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"c2e24f94da0ba0ef52cf3d1830cffed1d7d345ddb7d07c1223c4bbf0b4a3c3687b478387fca9c1dfba4ed5b2f0e646f8_d97cfa3998c63857afc7b30713c7a1f34ac7f47b0ad02871ef1599075018305747763fc88badf9dfdd8ab5824c2a97c7","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"9268ec84fa5d04195e1484a2a17a36898e04b90ff4a3c6add2506cf91444f22c8ba0dec14563a7f9a855d8a897b65c38_d97cfa3998c63857afc7b30713c7a1f34ac7f47b0ad02871ef1599075018305747763fc88badf9dfdd8ab5824c2a97c7","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"0175e32b0fff668705509234d7a141b8ceb24c0a25dc69d87db116a7f46e39be21e996e78d0764f994177cd69a967a17_6cecd126efd93b99a7473f15c47882d75fc2b28804f8a5eeb88aab5b7d94f05837f5d98aac44d80b9549b5cec5636cff","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"9268ec84fa5d04195e1484a2a17a36898e04b90ff4a3c6add2506cf91444f22c8ba0dec14563a7f9a855d8a897b65c38_6cecd126efd93b99a7473f15c47882d75fc2b28804f8a5eeb88aab5b7d94f05837f5d98aac44d80b9549b5cec5636cff","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"0175e32b0fff668705509234d7a141b8ceb24c0a25dc69d87db116a7f46e39be21e996e78d0764f994177cd69a967a17_d97cfa3998c63857afc7b30713c7a1f34ac7f47b0ad02871ef1599075018305747763fc88badf9dfdd8ab5824c2a97c7","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"1e2b6eb0e4b64faf3bc1000f7307fa647e4bee443134cb909b81115da816dd080c73dc02842b7be23da1e8886e6857d2_6cecd126efd93b99a7473f15c47882d75fc2b28804f8a5eeb88aab5b7d94f05837f5d98aac44d80b9549b5cec5636cff","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"1e2b6eb0e4b64faf3bc1000f7307fa647e4bee443134cb909b81115da816dd080c73dc02842b7be23da1e8886e6857d2_d97cfa3998c63857afc7b30713c7a1f34ac7f47b0ad02871ef1599075018305747763fc88badf9dfdd8ab5824c2a97c7","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"00c03e4177155281b8b09c612a2eea388c93e6168977afd7d426845128cee91d222e07cb18adf8998f33498600d4ce74_d97cfa3998c63857afc7b30713c7a1f34ac7f47b0ad02871ef1599075018305747763fc88badf9dfdd8ab5824c2a97c7","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"aa3403fd77e5dc86f11ae73ef74dcfc33acf301547d4456a1035b8c4041a4e16d870071ab066cff17dd8f2fe72abd4cd_d97cfa3998c63857afc7b30713c7a1f34ac7f47b0ad02871ef1599075018305747763fc88badf9dfdd8ab5824c2a97c7","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"658e8edc094cd0b06f9b09d8e0e4f6bf1ef2975f0e3abad8c1536d2d082b8e3a219511eb29c6ac80bc7e7b4ef5db32ad_7bad0462a6d304d9f014f1bf6142ab2aadfbcd07f2d58709f93c469f01f9a9b88350fb7c9ec213c9f1d37f10dcbc7c3f","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"658e8edc094cd0b06f9b09d8e0e4f6bf1ef2975f0e3abad8c1536d2d082b8e3a219511eb29c6ac80bc7e7b4ef5db32ad_d97cfa3998c63857afc7b30713c7a1f34ac7f47b0ad02871ef1599075018305747763fc88badf9dfdd8ab5824c2a97c7","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"70300f91ae7a9adbe0deaf0f280e337a35890a4df0ea830a0ee835e075fb617a75be3870343bc8b35de2abc3341faa06_d97cfa3998c63857afc7b30713c7a1f34ac7f47b0ad02871ef1599075018305747763fc88badf9dfdd8ab5824c2a97c7","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"a1441633ab03f9767bb43c520292920702d69ce2dc09cf42adca6f17b81410c070aa16a4636a78460354c31df5fab134_d97cfa3998c63857afc7b30713c7a1f34ac7f47b0ad02871ef1599075018305747763fc88badf9dfdd8ab5824c2a97c7","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"89d1c3498e2d186f7795ac921866fd57e9af4a2e32d1c96d080d1dbfffb28a0c2f684e652236aa945ff1a43d4d0aecb1_d97cfa3998c63857afc7b30713c7a1f34ac7f47b0ad02871ef1599075018305747763fc88badf9dfdd8ab5824c2a97c7","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"d3d1e868ceaa0cdb8571b07fd59178b35a716fe55ab51374116dbc66af523d320044ba29bfab412a8c3522acb327458d_d97cfa3998c63857afc7b30713c7a1f34ac7f47b0ad02871ef1599075018305747763fc88badf9dfdd8ab5824c2a97c7","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"c65ba1e591a82d987e2fb252e2529c8ca7a58d7b506eaa93a338298e93c9fed70788e2805e8086fda926562c2653d8ea_d97cfa3998c63857afc7b30713c7a1f34ac7f47b0ad02871ef1599075018305747763fc88badf9dfdd8ab5824c2a97c7","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"a3b06bfd892c5598e306605c3a67d3e26361f2815a921283172ada0808f65cc8cc5bd6c8040e5016d6d2750f3f0ef460_d97cfa3998c63857afc7b30713c7a1f34ac7f47b0ad02871ef1599075018305747763fc88badf9dfdd8ab5824c2a97c7","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"1e2b6eb0e4b64faf3bc1000f7307fa647e4bee443134cb909b81115da816dd080c73dc02842b7be23da1e8886e6857d2_d53a02079a8533d21b330369c665e48d335450822237144d679ca7958c08cad8b1f825c7db8474411a4839f98d6a69a5","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"9268ec84fa5d04195e1484a2a17a36898e04b90ff4a3c6add2506cf91444f22c8ba0dec14563a7f9a855d8a897b65c38_d53a02079a8533d21b330369c665e48d335450822237144d679ca7958c08cad8b1f825c7db8474411a4839f98d6a69a5","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"89d1c3498e2d186f7795ac921866fd57e9af4a2e32d1c96d080d1dbfffb28a0c2f684e652236aa945ff1a43d4d0aecb1_d53a02079a8533d21b330369c665e48d335450822237144d679ca7958c08cad8b1f825c7db8474411a4839f98d6a69a5","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"d3d1e868ceaa0cdb8571b07fd59178b35a716fe55ab51374116dbc66af523d320044ba29bfab412a8c3522acb327458d_d53a02079a8533d21b330369c665e48d335450822237144d679ca7958c08cad8b1f825c7db8474411a4839f98d6a69a5","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"72e5ef07522f05c5cd165a45cbfa7f73dc7d5c14bcf9c9dcb1daa10a89f3656da4e09fdc0b876a4027029420768e98b6_be5200235a6c267ce802a026fada5036ac8f83cae6b3b2908457cf8cda0fbe83e6785d2d27136e1fdd891f361c2bdd81","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"08ca812cc601fc2dc3e429d2ea9bf4bff052608aa6e2ee68e7433978da31730962f3c207793b1d1e24c8cfbd37814b32_204e9d0514771baf5b871669b5574c153998e95b608ecdfa3fc70e4dfc728604848c7f56bc6f8f27bb0260006f3a3a8d","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
"72e5ef07522f05c5cd165a45cbfa7f73dc7d5c14bcf9c9dcb1daa10a89f3656da4e09fdc0b876a4027029420768e98b6_c6d00dde2044ce021b52bb0be8934d9c1ed8e5fbee57e5f6c7a03b961877752206dc07f161b47b77cb46b6558dfa4626","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",""
